Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
원종현,-0.24,20,0,20,1,0,0,1,1,0,6,18.2,12,16,13.75,87,24,8,1,3,5,1,1,17,2,0,2,5.79,7.71,6.63,6.71,4.32,1.55
윤석원,-0.25,21,0,21,3,0,0,2,0,0,2,24,12,17,19.25,110,29,5,0,2,8,0,1,8,3,0,1,4.5,6.38,7.22,7.5,4.91,1.54
이영준,-0.29,2,0,2,0,0,0,0,1,0,0,1.2,4,4,3.5,10,4,0,0,0,1,0,0,0,0,0,1,21.6,21.6,18.9,19.71,5.71,3
이종민,-0.29,11,2,9,4,0,0,0,1,0,0,13.2,11,13,13.7,72,22,7,0,0,6,1,0,10,3,0,0,7.24,8.56,9.02,9.63,3.61,2.05
김동규,-0.47,3,1,2,0,0,0,0,1,0,0,4,10,10,10,25,6,0,0,1,9,1,0,1,0,0,4,22.5,22.5,22.5,24.02,13.95,3.75
김동혁,-0.51,35,2,33,11,0,0,1,7,0,6,39.1,32,34,32.3,192,51,9,3,1,18,6,0,24,3,2,0,7.32,7.78,7.39,7.64,4.52,1.75
변시원,-0.6,4,0,4,0,0,0,0,0,0,0,2.1,11,11,8.25,19,6,2,0,1,4,2,0,2,0,0,0,42.43,42.43,31.82,32.41,14.78,4.29
하영민,-0.7,57,0,57,7,0,0,3,1,0,5,52.1,27,36,38.4,247,67,8,4,4,25,1,3,51,6,0,6,4.64,6.19,6.6,6.81,3.86,1.76
양현,-0.74,54,0,54,12,0,0,0,5,0,8,57,32,38,43.65,262,83,9,2,5,21,0,1,16,6,1,0,5.05,6,6.89,7.07,5.28,1.82
김선기,-0.8,17,7,10,6,0,0,1,3,1,0,43.2,29,37,37.85,200,56,16,2,2,15,1,0,29,4,1,0,5.98,7.63,7.8,7.94,3.87,1.63
