Name,Team,Season,WAR,merce,upgrade,income,next_crese_not,fa_season,retire,ERA,ERA-,FIP-,A_PPF,PPF,Season_Adjusted_ERA,WHIP,IP,G,GS,1ERA,1IP,1R,1ER,1TBF,1AB,H1,2B1,3B1,HR1,BB1,IB1,HP1,SO1,NP1,WHIP1,AVG1,OBP1,OPS1,2ERA,2IP,2R,2ER,2TBF,2AB,H2,2B2,3B2,HR2,BB2,IB2,HP2,SO2,NP2,WHIP2,AVG2,OBP2,OPS2,3ERA,3IP,3R,3ER,3TBF,3AB,H3,2B3,3B3,HR3,BB3,IB3,HP3,SO3,NP3,WHIP3,AVG3,OBP3,OPS3,4ERA,4IP,4R,4ER,4TBF,4AB,H4,2B4,3B4,HR4,BB4,IB4,HP4,SO4,NP4,WHIP4,AVG4,OBP4,OPS4,5ERA,5IP,5R,5ER,5TBF,5AB,H5,2B5,3B5,HR5,BB5,IB5,HP5,SO5,NP5,WHIP5,AVG5,OBP5,OPS5,6ERA,6IP,6R,6ER,6TBF,6AB,H6,2B6,3B6,HR6,BB6,IB6,HP6,SO6,NP6,WHIP6,AVG6,OBP6,OPS6,7ERA,7IP,7R,7ER,7TBF,7AB,H7,2B7,3B7,HR7,BB7,IB7,HP7,SO7,NP7,WHIP7,AVG7,OBP7,OPS7,8ERA,8IP,8R,8ER,8TBF,8AB,H8,2B8,3B8,HR8,BB8,IB8,HP8,SO8,NP8,WHIP8,AVG8,OBP8,OPS8,9ERA,9IP,9R,9ER,9TBF,9AB,H9,2B9,3B9,HR9,BB9,IB9,HP9,SO9,NP9,WHIP9,AVG9,OBP9,OPS9
데스파이네,KT,21,5.95,1,1,50000,20000,0,0,3.39,74.07,78.9,0.989681295,0.981,4.249886,1.34,188.67,33,33,3.9,32.33,17,14,143,122,27,3,1,1,19,0,1,21,625,1.42,0.221,0.329,0.616,4.13,32.67,17,15,148,131,41,6,0,1,12,0,0,26,568,1.62,0.313,0.368,0.75,1.69,32,10,6,127,119,23,6,0,0,7,0,1,30,508,0.94,0.193,0.244,0.488,3.86,30.33,13,13,136,120,35,3,0,1,11,0,3,26,575,1.52,0.292,0.366,0.708,3.62,27.33,11,11,115,100,22,7,1,3,12,0,1,27,505,1.24,0.22,0.307,0.707,3.75,24,11,10,110,96,21,4,1,3,11,0,1,27,473,1.33,0.219,0.306,0.681,1.04,8.67,1,1,35,28,4,0,0,1,5,0,0,8,134,1.04,0.143,0.273,0.523,27,0.67,2,2,5,4,2,1,0,0,1,0,0,1,17,4.5,0.5,0.6,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
배제성,KT,21,3.91,0,1,17000,10000,0,0,3.68,80.58,80.63,0.977105527,0.981,4.249886,1.47,141.67,26,26,1.75,25.67,9,5,105,93,19,5,0,1,11,0,0,19,392,1.17,0.204,0.286,0.576,4.5,26,13,13,115,93,20,4,0,2,21,0,0,26,466,1.58,0.215,0.36,0.683,4.15,26,12,12,114,96,26,5,0,1,13,0,0,33,431,1.5,0.271,0.348,0.702,2.96,24.33,9,8,106,90,20,4,0,1,15,0,0,21,446,1.44,0.222,0.33,0.63,3.91,23,14,10,114,97,27,7,0,1,15,1,1,23,433,1.83,0.278,0.377,0.758,6.23,13,9,9,53,47,13,2,1,0,4,0,0,13,206,1.31,0.277,0.327,0.689,2.7,3.33,1,1,13,10,1,0,0,0,3,0,0,1,57,1.2,0.1,0.308,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
쿠에바스,KT,21,2.91,1,0,50000,30000,0,0,4.12,90.05,75.13,0.991466737,0.981,4.249886,1.37,133.33,23,23,6.26,23,17,16,106,94,29,5,1,4,11,0,0,24,408,1.74,0.309,0.377,0.888,3.13,23,9,8,93,85,19,4,2,0,7,0,0,21,347,1.13,0.224,0.28,0.598,4.7,23,15,12,106,93,27,4,0,0,7,0,2,17,383,1.48,0.29,0.35,0.683,1.21,22.33,5,3,83,78,12,1,0,3,3,0,1,23,299,0.67,0.154,0.195,0.477,4.05,20,9,9,81,75,14,2,0,2,6,0,0,26,303,1,0.187,0.247,0.54,7.71,14,12,12,72,62,23,5,0,2,8,0,0,17,299,2.21,0.371,0.437,0.985,0,7.33,0,0,34,25,5,0,0,0,8,0,0,9,140,1.77,0.2,0.394,0.594,13.5,0.67,1,1,5,4,2,0,0,0,1,0,0,0,12,4.5,0.5,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
소형준,KT,21,2.43,0,1,14000,6000,0,0,4.16,90.97,87.78,0.983668908,0.981,4.249886,1.46,119,24,24,6.17,23.33,19,16,112,95,28,4,0,1,15,0,1,15,476,1.84,0.295,0.396,0.764,1.96,23,10,5,94,88,23,3,0,1,4,0,1,18,410,1.17,0.261,0.298,0.628,9.7,21.33,25,23,107,89,31,5,0,2,14,0,1,14,425,2.11,0.348,0.434,0.906,2.25,20,5,5,80,72,17,1,0,2,7,0,1,17,299,1.2,0.236,0.313,0.646,1.5,18,4,3,76,65,13,3,0,0,9,1,0,12,282,1.22,0.2,0.289,0.535,2,9,2,2,35,33,7,1,0,0,2,0,0,6,134,1,0.212,0.257,0.499,0,4,0,0,15,15,3,0,0,0,0,0,0,3,62,0.75,0.2,0.2,0.4,27,0.33,1,1,2,2,1,0,0,0,0,0,0,0,9,3,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
알칸타라,Doosan,20,8.89,1,1,45000,155000,0,0,2.54,56.81,67.9,0.957117028,0.932,4.389902,1.03,198.67,31,31,1.74,31,7,6,118,110,21,1,0,2,6,0,1,24,456,0.87,0.191,0.237,0.492,1.16,31,4,4,118,109,17,5,0,1,7,0,1,45,477,0.77,0.156,0.214,0.443,2.61,31,9,9,130,122,34,7,1,1,4,0,3,20,521,1.23,0.279,0.315,0.692,1.74,31,6,6,114,111,19,5,0,3,3,0,0,31,447,0.71,0.171,0.193,0.49,3.48,31,12,12,131,122,33,11,1,1,6,0,2,26,533,1.26,0.27,0.313,0.715,4.5,28,15,14,121,115,36,6,0,2,2,0,2,21,475,1.36,0.313,0.333,0.75,2.03,13.33,3,3,50,48,8,2,1,2,2,0,0,14,188,0.75,0.167,0.2,0.575,7.71,2.33,2,2,12,12,5,1,0,0,0,0,0,1,41,2.14,0.417,0.417,0.917,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,99.99,1,1,2
플렉센,Doosan,20,3.98,1,1,60000,175000,0,0,3.01,67.37,57.67,0.94879952,0.932,4.389902,1.09,116.67,21,21,3.43,21,9,8,86,75,14,2,0,1,9,0,1,32,398,1.1,0.187,0.279,0.532,2.25,20,5,5,73,69,9,2,0,2,4,0,0,28,288,0.65,0.13,0.178,0.424,1.37,19.67,4,3,80,74,18,2,0,0,4,0,0,20,347,1.12,0.243,0.282,0.552,6.75,18.67,14,14,81,75,21,6,0,2,3,0,0,16,327,1.29,0.28,0.3,0.74,3.71,17,9,7,73,67,17,1,0,1,4,0,1,14,302,1.24,0.254,0.306,0.619,2.08,13,3,3,53,46,13,1,0,0,5,1,0,16,205,1.38,0.283,0.346,0.65,0,5.67,0,0,20,20,4,0,0,0,0,0,0,6,71,0.71,0.2,0.2,0.4,0,1,0,0,5,3,1,0,0,0,1,1,0,1,11,2,0.333,0.5,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유희관,Doosan,20,1.49,0,0,47000,-17000,1,0,5.02,112.34,115.21,0.970164747,0.932,4.389902,1.68,136.33,27,27,7.67,27,27,23,129,120,40,7,2,3,8,0,0,8,521,1.78,0.333,0.372,0.872,5.06,26.67,18,15,119,109,42,6,0,5,5,0,0,11,444,1.76,0.385,0.405,0.983,2.7,23.33,8,7,107,94,29,8,0,1,10,2,1,12,397,1.67,0.309,0.381,0.807,5.32,22,14,13,95,87,25,4,0,4,7,0,0,11,378,1.45,0.287,0.34,0.811,5.31,20.33,17,12,99,92,37,8,2,0,4,1,1,5,361,2.02,0.402,0.429,0.962,3.46,13,5,5,56,50,13,2,1,1,4,1,1,6,204,1.31,0.26,0.327,0.727,2.45,3.67,1,1,16,15,4,2,0,0,1,0,0,3,63,1.36,0.267,0.313,0.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
미란다,Doosan,21,7.49,1,1,55000,105000,0,0,2.33,55.74,57.94,0.932500432,0.905,4.249886,1.14,173.67,28,28,1.29,28,4,4,108,95,14,1,0,2,13,0,0,34,501,0.96,0.147,0.25,0.471,1.29,28,4,4,107,97,14,5,0,0,9,0,0,45,416,0.82,0.144,0.215,0.411,3.95,27.33,12,12,122,109,30,3,1,3,12,0,0,35,500,1.54,0.275,0.344,0.748,3,27,11,9,113,100,20,3,0,3,11,0,1,30,463,1.15,0.2,0.286,0.606,2.96,24.33,9,8,105,92,23,3,0,3,10,0,0,36,446,1.36,0.25,0.32,0.7,0.41,22,2,1,81,79,16,3,0,0,2,0,0,25,317,0.82,0.203,0.222,0.463,3.55,12.67,5,5,53,47,12,1,0,0,5,0,0,15,203,1.34,0.255,0.321,0.598,5.4,3.33,2,2,16,15,5,1,0,0,1,0,0,5,60,1.8,0.333,0.375,0.775,0,1,0,0,4,4,1,1,0,0,0,0,0,0,12,1,0.25,0.25,0.75
최원준,Doosan,21,4.89,0,1,16000,18000,0,0,3.3,78.81,95.87,0.947853281,0.905,4.249886,1.24,158.33,29,29,2.48,29,9,8,116,111,28,6,0,3,2,0,2,26,474,1.03,0.252,0.278,0.665,2.17,29,9,7,113,109,25,7,0,2,3,0,0,21,460,0.97,0.229,0.248,0.597,4.45,28.33,16,14,128,111,31,5,2,3,11,0,2,18,489,1.48,0.279,0.349,0.79,4.85,26,14,14,115,105,29,4,1,3,7,0,2,16,454,1.38,0.276,0.33,0.749,2.31,23.33,7,6,101,91,23,4,0,2,6,0,3,15,389,1.24,0.253,0.32,0.683,3.86,16.33,7,7,74,63,17,4,1,1,8,1,1,9,308,1.53,0.27,0.361,0.774,3.38,5.33,2,2,23,23,7,1,0,1,0,0,0,7,92,1.31,0.304,0.304,0.782,0,1,0,0,3,3,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
로켓,Doosan,21,4.42,1,0,49300,0,0,0,2.98,71.13,79.8,0.960252258,0.905,4.249886,1.4,124,21,21,2.14,21,5,5,89,78,21,3,0,0,11,0,0,19,332,1.52,0.269,0.36,0.668,0.43,21,1,1,89,77,18,2,0,0,6,0,4,15,360,1.14,0.234,0.322,0.582,3.86,21,9,9,91,82,23,5,1,0,5,0,3,26,341,1.33,0.28,0.341,0.707,2.66,20.33,6,6,83,73,17,3,0,1,6,0,2,14,315,1.13,0.233,0.305,0.62,5.21,19,12,11,87,75,24,4,0,3,8,1,1,19,301,1.68,0.32,0.388,0.881,3.63,17.33,8,7,80,71,22,3,1,0,6,0,2,14,309,1.62,0.31,0.375,0.755,2.7,3.33,2,1,14,14,3,0,0,1,0,0,0,3,41,0.9,0.214,0.214,0.643,9,1,1,1,7,7,4,0,0,0,0,0,0,2,20,4,0.571,0.571,1.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
곽빈,Doosan,21,2.42,0,1,3000,3500,0,0,4.1,98.12,120.42,0.966295733,0.905,4.249886,1.59,98.67,21,21,2.57,21,6,6,87,70,12,1,0,3,15,0,2,22,380,1.29,0.171,0.333,0.647,1.71,21,4,4,90,80,17,4,0,1,7,0,3,25,360,1.14,0.213,0.3,0.6,4.79,20.67,12,11,104,74,16,2,1,0,27,0,0,19,420,2.08,0.216,0.422,0.692,3.44,18.33,9,7,81,59,13,5,0,0,10,0,6,14,320,1.25,0.22,0.377,0.682,6.43,14,10,10,65,52,12,3,1,3,12,0,0,14,275,1.71,0.231,0.375,0.875,17.18,3.67,7,7,28,18,8,2,1,0,8,0,1,2,122,4.36,0.444,0.63,1.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
유희관,Doosan,21,-0.57,0,0,30000,0,0,1,7.71,184.4,145.13,0.966966349,0.905,4.249886,2.08,63,15,15,11.05,14.67,18,18,75,65,27,2,1,2,7,0,1,4,312,2.32,0.415,0.467,1.036,9,13,13,13,62,55,21,2,2,2,3,0,1,9,252,1.85,0.382,0.41,1.01,7.36,11,10,9,53,48,15,3,0,3,5,0,0,2,182,1.82,0.313,0.377,0.94,5.06,10.67,8,6,57,49,19,2,0,0,5,0,1,3,197,2.25,0.388,0.446,0.875,7,9,7,7,45,42,19,5,0,3,2,0,0,4,152,2.33,0.452,0.477,1.263,1.93,4.67,1,1,22,20,6,0,0,0,2,0,0,1,89,1.71,0.3,0.364,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문승원,SSG,20,4.4,0,0,25700,0,0,0,3.65,73.95,83.87,0.988169081,1,4.389902,1.24,145.67,25,25,2.92,24.67,10,8,107,93,24,5,0,3,12,0,0,18,456,1.46,0.258,0.336,0.745,2.16,25,6,6,95,91,19,3,0,4,3,0,0,22,357,0.88,0.209,0.232,0.606,3.6,25,10,10,104,93,24,3,0,1,7,0,1,19,394,1.24,0.258,0.317,0.64,2.52,25,9,7,103,97,25,5,0,1,4,0,1,18,391,1.16,0.258,0.294,0.634,6.08,23.67,17,16,109,96,29,9,0,2,10,0,2,17,401,1.65,0.302,0.376,0.834,6.14,14.67,10,10,66,59,14,4,0,2,5,0,2,15,238,1.3,0.237,0.318,0.725,0,7,0,0,23,20,1,0,0,0,3,0,0,8,90,0.57,0.05,0.174,0.224,27,0.33,1,1,2,0,0,0,0,0,1,0,0,0,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
핀토,SSG,20,0.79,1,0,45000,0,0,0,6.17,125.09,113.11,0.99467858,1,4.389902,1.78,162,30,30,6.07,29.67,22,20,133,124,37,7,0,2,9,0,0,17,515,1.55,0.298,0.346,0.749,4.2,30,21,14,138,115,34,7,0,2,17,0,3,21,540,1.7,0.296,0.394,0.803,6,30,21,20,142,121,36,4,0,3,20,1,1,21,529,1.87,0.298,0.401,0.806,9,29,29,29,152,128,45,7,1,4,19,1,3,19,541,2.21,0.352,0.441,0.957,4.94,23.67,13,13,106,89,22,4,0,4,13,0,2,22,479,1.48,0.247,0.352,0.779,8.04,15.67,14,14,76,63,19,5,0,4,11,1,2,10,267,1.91,0.302,0.421,0.992,2.45,3.67,1,1,18,17,5,1,0,0,1,0,0,2,74,1.64,0.294,0.333,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
폰트,SSG,21,4.01,1,1,85000,25000,0,0,3.46,75.4,67.92,1.005217821,1.024,4.249886,1.09,145.67,25,25,2.88,25,8,8,103,97,22,4,0,1,5,0,0,30,443,1.08,0.227,0.262,0.561,2.88,25,8,8,102,86,14,2,0,2,12,0,2,30,445,1.04,0.163,0.28,0.536,3,24,8,8,90,84,15,3,0,2,3,0,1,20,385,0.75,0.179,0.213,0.499,3.75,24,16,10,101,94,21,7,0,3,5,0,1,21,402,1.08,0.223,0.267,0.661,3.52,23,11,9,100,86,16,1,0,1,10,0,2,27,436,1.13,0.186,0.283,0.516,6.62,17.67,14,13,79,69,21,5,1,3,8,1,0,19,315,1.64,0.304,0.377,0.913,0,5,1,0,23,19,5,0,0,0,2,0,0,7,76,1.4,0.263,0.333,0.596,0,2,0,0,6,6,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가빌리오,SSG,21,0.88,1,0,24600,0,0,0,5.86,127.8,86.59,1.014712406,1.024,4.249886,1.45,81.33,15,15,2.4,15,4,4,61,56,11,2,0,0,5,0,0,12,236,1.07,0.196,0.262,0.494,3,15,5,5,58,52,10,2,0,1,5,0,1,18,234,1,0.192,0.276,0.564,5.4,15,9,9,66,57,20,3,0,1,5,0,2,10,224,1.67,0.351,0.415,0.871,2.4,15,5,4,57,53,10,1,0,1,3,0,1,13,206,0.87,0.189,0.246,0.51,12.79,12.67,18,18,64,52,20,5,0,2,9,1,1,8,223,2.29,0.385,0.476,1.072,12.15,6.67,9,9,33,30,12,3,0,2,2,0,1,8,126,2.1,0.4,0.455,1.155,18,2,4,4,12,9,5,2,0,0,1,0,0,1,37,3,0.556,0.5,1.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스트레일리,Lotte,20,9,1,1,50000,40000,0,0,2.5,49.78,57.77,0.993866184,0.999,4.389902,1.38,194.67,31,31,2.61,31,10,9,123,113,22,4,0,2,9,0,0,41,546,1,0.195,0.254,0.537,2.03,31,8,7,124,109,21,3,0,0,11,0,2,35,502,1.03,0.193,0.276,0.496,2.32,31,9,8,120,108,18,8,0,0,6,0,1,30,446,0.77,0.167,0.214,0.455,3.19,31,11,11,123,116,28,4,0,2,5,0,1,31,520,1.06,0.241,0.279,0.607,1.24,29,6,4,116,106,21,4,0,1,9,0,1,27,462,1.03,0.198,0.267,0.531,4.38,24.67,13,12,103,96,27,3,2,5,5,0,1,22,403,1.3,0.281,0.32,0.83,0,13.33,0,0,48,44,5,0,0,0,4,0,0,16,196,0.68,0.114,0.188,0.302,7.36,3.67,3,3,21,18,6,1,0,0,2,0,1,4,86,2.18,0.333,0.429,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
박세웅,Lotte,20,2.91,0,1,11000,5500,0,0,4.7,93.78,98.4,0.988840155,0.999,4.389902,1.19,147.33,28,28,3.21,28,10,10,116,106,28,3,1,4,8,0,0,20,456,1.29,0.264,0.31,0.735,5.46,28,21,17,129,118,34,6,0,5,10,0,0,25,508,1.57,0.288,0.344,0.81,4.18,28,16,13,126,114,36,4,1,4,8,0,1,12,487,1.57,0.316,0.36,0.834,5.4,26.67,16,16,125,110,36,5,0,2,10,0,4,23,489,1.73,0.327,0.403,0.83,4.37,22.67,11,11,98,88,24,6,0,1,7,0,2,19,354,1.37,0.273,0.337,0.712,8.18,11,11,10,54,47,16,3,0,4,4,0,1,8,204,1.82,0.34,0.389,1.049,3,3,1,1,11,11,2,0,0,0,0,0,0,3,39,0.67,0.182,0.182,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
샘슨,Lotte,20,2.07,1,0,50000,0,0,0,5.4,107.67,91.82,0.98845,0.999,4.389902,1.56,130,25,25,4.68,25,13,13,106,98,26,3,0,2,7,0,1,16,415,1.32,0.265,0.321,0.678,4.5,24,12,12,106,97,29,7,0,3,4,0,4,20,364,1.38,0.299,0.352,0.816,1.5,24,8,4,100,93,22,3,0,0,4,0,1,13,367,1.08,0.237,0.276,0.545,4.84,22.33,14,12,101,89,27,6,0,1,9,0,0,12,412,1.61,0.303,0.364,0.768,12.05,18.67,25,25,99,94,40,2,1,5,5,0,0,10,340,2.41,0.426,0.455,1.083,6.39,12.67,11,9,58,54,17,4,0,2,4,0,0,14,228,1.66,0.315,0.362,0.862,8.1,3.33,3,3,20,17,6,0,0,1,3,0,0,2,76,2.7,0.353,0.45,0.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
박세웅,Lotte,21,5.06,0,1,16500,9500,0,0,3.98,84.31,95.61,1.019804601,1.06,4.249886,1.19,163,28,28,5.79,28,19,18,122,109,29,3,0,7,10,0,2,19,485,1.39,0.266,0.336,0.822,3.21,28,10,10,110,99,19,4,0,1,5,0,3,18,369,0.86,0.192,0.252,0.515,3.21,28,10,10,116,109,26,8,0,2,7,0,0,23,433,1.18,0.239,0.284,0.651,4.5,26,13,13,110,98,23,3,0,4,10,0,1,25,442,1.27,0.235,0.312,0.7,3.13,23,8,8,103,86,16,3,0,3,13,0,4,22,415,1.26,0.186,0.32,0.646,4.05,20,11,9,85,82,22,3,0,3,2,0,0,11,313,1.2,0.268,0.286,0.701,5.14,7,4,4,29,25,6,0,0,0,4,0,0,4,117,1.43,0.24,0.345,0.585,0,2,0,0,7,6,0,0,0,0,1,0,0,3,22,0.5,0,0.143,0.143,0,1,0,0,4,3,0,0,0,0,1,0,0,1,17,1,0,0.25,0.25
스트레일리,Lotte,21,4.31,1,0,90000,0,0,0,4.07,86.41,75.05,1.020645379,1.06,4.249886,1.38,165.67,31,31,5.23,31,23,18,144,125,38,4,1,3,15,0,2,36,639,1.71,0.304,0.385,0.809,4.65,31,16,16,139,120,38,4,0,2,14,0,1,32,559,1.68,0.317,0.384,0.784,2.37,30.33,10,8,119,109,24,2,0,2,6,0,1,31,484,0.99,0.22,0.263,0.557,3.18,28.33,12,10,118,105,22,6,0,1,8,0,3,29,465,1.06,0.21,0.282,0.577,2.7,26.67,9,8,111,96,21,5,0,2,13,0,0,20,464,1.28,0.219,0.312,0.645,7.02,16.67,13,13,74,64,17,4,1,2,9,0,0,15,327,1.56,0.266,0.351,0.804,10.8,1.67,2,2,9,7,2,0,0,0,2,0,0,1,30,2.4,0.286,0.444,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서폴드,Hanwha,20,2.02,1,0,90000,0,0,0,4.91,105.43,105.86,0.944387515,0.888,4.389902,1.48,165,28,28,6.75,28,25,21,134,122,45,6,0,5,7,0,2,17,508,1.86,0.369,0.403,0.944,2.89,28,14,9,117,105,30,4,0,1,7,0,4,19,424,1.32,0.286,0.35,0.702,1.61,28,5,5,105,97,18,3,0,2,5,0,3,16,399,0.82,0.186,0.248,0.526,3.95,27.33,12,12,118,106,30,5,1,2,8,0,1,13,439,1.39,0.283,0.339,0.745,6.23,26,20,18,122,113,36,7,0,5,8,0,0,20,465,1.69,0.319,0.361,0.874,7.65,20,19,17,98,86,30,4,0,4,6,0,3,10,369,1.8,0.349,0.406,0.941,8.44,5.33,5,5,28,27,10,0,1,0,1,0,0,2,98,2.06,0.37,0.393,0.837,20.25,1.33,4,3,8,8,3,1,1,0,0,0,0,0,27,2.25,0.375,0.375,1.125,0,1,0,0,4,4,1,0,0,0,0,0,0,0,13,1,0.25,0.25,0.5
장시환,Hanwha,20,1.87,0,1,11000,4400,0,0,5.02,107.81,109.3,0.936566066,0.888,4.389902,1.61,132.67,26,26,7.27,26,23,21,131,113,39,6,0,5,16,0,1,23,528,2.12,0.345,0.427,0.958,3.81,26,12,11,115,95,25,2,0,3,17,0,2,22,461,1.62,0.263,0.383,0.762,5.19,26,17,15,118,100,24,4,0,3,16,0,1,21,482,1.54,0.24,0.347,0.717,5.56,22.67,15,14,101,90,25,8,1,1,9,0,1,20,407,1.5,0.278,0.347,0.769,4.67,17.33,10,9,78,64,15,4,0,2,9,0,2,14,311,1.38,0.234,0.338,0.729,3.27,11,4,4,46,37,8,2,0,1,7,0,1,8,183,1.36,0.216,0.356,0.707,0,3.67,0,0,14,14,3,1,0,0,0,0,0,7,62,0.82,0.214,0.214,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
채드벨,Hanwha,20,0.71,1,0,60000,0,0,0,5.96,128.02,111.04,0.921268961,0.888,4.389902,1.56,77,16,16,7.88,16,14,14,74,67,18,4,0,3,6,0,1,18,312,1.5,0.269,0.338,0.801,3.38,16,8,6,70,63,19,2,0,1,5,0,1,14,244,1.5,0.302,0.357,0.738,4.8,15,8,8,63,54,13,2,0,2,5,0,2,11,244,1.2,0.241,0.323,0.712,6.23,13,9,9,54,46,10,1,0,3,7,0,0,8,204,1.31,0.217,0.321,0.756,6.3,10,7,7,53,40,15,2,0,0,10,1,0,4,205,2.5,0.375,0.49,0.915,9,6,7,6,28,25,8,0,0,0,2,0,1,5,139,1.67,0.32,0.393,0.713,9,1,1,1,4,4,2,0,0,1,0,0,0,1,19,2,0.5,0.5,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
