Name,Team,Season,WAR,merce,upgrade,income,next_crese_not,fa_season,retire,ERA,ERA-,FIP-,A_PPF,PPF,Season_Adjusted_ERA,WHIP,IP,G,GS,1ERA,1IP,1R,1ER,1TBF,1AB,H1,2B1,3B1,HR1,BB1,IB1,HP1,SO1,NP1,WHIP1,AVG1,OBP1,OPS1,2ERA,2IP,2R,2ER,2TBF,2AB,H2,2B2,3B2,HR2,BB2,IB2,HP2,SO2,NP2,WHIP2,AVG2,OBP2,OPS2,3ERA,3IP,3R,3ER,3TBF,3AB,H3,2B3,3B3,HR3,BB3,IB3,HP3,SO3,NP3,WHIP3,AVG3,OBP3,OPS3,4ERA,4IP,4R,4ER,4TBF,4AB,H4,2B4,3B4,HR4,BB4,IB4,HP4,SO4,NP4,WHIP4,AVG4,OBP4,OPS4,5ERA,5IP,5R,5ER,5TBF,5AB,H5,2B5,3B5,HR5,BB5,IB5,HP5,SO5,NP5,WHIP5,AVG5,OBP5,OPS5,6ERA,6IP,6R,6ER,6TBF,6AB,H6,2B6,3B6,HR6,BB6,IB6,HP6,SO6,NP6,WHIP6,AVG6,OBP6,OPS6,7ERA,7IP,7R,7ER,7TBF,7AB,H7,2B7,3B7,HR7,BB7,IB7,HP7,SO7,NP7,WHIP7,AVG7,OBP7,OPS7,8ERA,8IP,8R,8ER,8TBF,8AB,H8,2B8,3B8,HR8,BB8,IB8,HP8,SO8,NP8,WHIP8,AVG8,OBP8,OPS8,9ERA,9IP,9R,9ER,9TBF,9AB,H9,2B9,3B9,HR9,BB9,IB9,HP9,SO9,NP9,WHIP9,AVG9,OBP9,OPS9
엄상백,KT,24,3.93,0,1,25000,65000,1,0,4.88,96.75,92.76,1.00076843,0.995,4.581854,1.31,156.67,29,29,6.21,29,20,20,126,112,31,6,0,6,10,0,1,31,522,1.41,0.277,0.336,0.827,1.86,29,6,6,115,104,19,2,1,2,9,0,0,31,490,0.97,0.183,0.246,0.525,5.34,28.67,17,17,125,112,29,5,0,6,8,0,4,32,515,1.29,0.259,0.328,0.792,6.33,27,21,19,129,120,43,5,1,5,5,0,1,19,475,1.78,0.358,0.386,0.928,2.88,25,9,8,100,93,20,1,1,4,6,0,0,29,406,1.04,0.215,0.263,0.639,7.71,14,12,12,62,58,18,5,0,2,4,0,0,13,242,1.57,0.31,0.355,0.855,4.91,3.67,2,2,16,16,4,2,0,1,0,0,0,3,57,1.09,0.25,0.25,0.813,27,0.33,1,1,2,1,0,0,0,0,0,0,1,1,9,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
벤자민,KT,24,3.19,1,0,90000,0,0,0,4.63,91.74,98.18,0.985015634,0.995,4.581854,1.26,149.67,28,28,2.25,28,8,7,104,96,18,4,0,4,7,0,0,25,416,0.89,0.188,0.24,0.594,8.67,27,29,26,128,112,34,8,0,6,12,0,2,37,506,1.7,0.304,0.378,0.914,5.4,26.67,17,16,114,104,24,5,2,5,8,0,1,23,417,1.2,0.231,0.292,0.754,2.22,24.33,9,6,95,89,15,2,1,4,5,0,0,33,382,0.82,0.169,0.211,0.559,4.84,22.33,16,12,104,88,28,4,0,6,10,2,1,16,389,1.7,0.318,0.39,0.958,4.05,13.33,7,6,59,54,13,1,1,3,5,0,0,12,246,1.35,0.241,0.305,0.768,4.5,6,3,3,27,27,9,1,0,0,0,0,0,8,114,1.5,0.333,0.333,0.703,0,2,0,0,8,7,0,0,0,0,1,0,0,2,39,0.5,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
곽빈,Doosan,22,3.27,0,1,6500,7500,0,0,3.78,97.64,102.99,0.962364123,0.903,3.694222,1.37,147.67,27,27,3,27,9,9,114,95,25,8,0,0,12,0,4,19,463,1.37,0.263,0.369,0.716,3.67,27,12,11,116,100,23,1,0,5,11,0,3,26,513,1.26,0.23,0.319,0.709,5.33,25.33,16,15,107,102,27,7,0,4,5,0,0,27,413,1.26,0.265,0.299,0.75,1.85,24.33,6,5,97,86,14,4,0,2,11,0,0,25,398,1.03,0.163,0.258,0.537,2.63,24,9,7,111,93,25,6,0,0,13,0,1,19,389,1.58,0.269,0.364,0.697,6.28,14.33,12,10,71,61,17,3,0,2,7,1,3,16,276,1.67,0.279,0.38,0.806,7.94,5.67,5,5,29,28,12,1,0,0,1,0,0,6,113,2.29,0.429,0.448,0.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
최원준,Doosan,22,3.23,0,0,34000,-1000,0,0,3.6,93.02,114.03,0.954273636,0.903,3.694222,1.33,165,30,30,2.7,30,14,9,127,115,28,5,0,2,9,0,2,17,513,1.23,0.243,0.307,0.646,3,30,12,10,125,118,35,6,1,3,3,0,0,28,482,1.27,0.297,0.309,0.75,5.4,28.33,20,17,133,120,35,6,0,6,10,0,2,17,508,1.59,0.292,0.353,0.845,1.95,27.67,7,6,109,101,22,3,0,1,4,0,2,21,389,0.94,0.218,0.259,0.536,2.73,26.33,11,8,107,101,26,3,1,3,3,0,1,16,409,1.1,0.257,0.283,0.679,4.74,19,10,10,88,82,27,4,0,3,5,0,0,12,364,1.68,0.329,0.368,0.856,14.73,3.67,6,6,24,20,10,4,0,3,3,0,0,2,90,3.55,0.5,0.565,1.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스탁,Doosan,22,2.53,1,0,40000,0,0,0,3.6,93.02,105.67,0.955897091,0.903,3.694222,1.48,165,29,29,4.03,29,22,13,135,113,33,3,0,2,21,0,1,26,547,1.86,0.292,0.407,0.779,4.82,28,18,15,133,107,28,6,0,2,21,0,5,20,539,1.75,0.262,0.406,0.78,2.6,27.67,13,8,124,108,24,5,1,2,14,0,2,27,497,1.37,0.222,0.323,0.666,2.33,27,8,7,106,94,19,1,0,1,11,0,1,24,439,1.11,0.202,0.292,0.537,5.92,24.33,17,16,106,96,32,3,1,2,7,0,1,23,403,1.6,0.333,0.381,0.829,1.45,18.67,3,3,75,66,16,4,0,0,7,0,0,9,285,1.23,0.242,0.311,0.614,3.72,9.67,4,4,40,37,9,1,0,0,2,0,0,8,153,1.14,0.243,0.282,0.552,0,0.67,0,0,3,3,1,1,0,0,0,0,0,1,13,1.5,0.333,0.333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
알칸타라,Doosan,23,6.08,1,1,50000,30000,0,0,2.67,67.13,84.86,0.966921719,0.923,3.862461,1.07,192,31,31,2.9,31,12,10,120,109,19,3,0,2,8,0,0,26,495,0.87,0.174,0.229,0.486,2.03,31,8,7,125,121,29,6,0,2,3,0,1,30,481,1.03,0.24,0.264,0.603,2.32,31,10,8,121,110,22,5,0,2,9,0,1,25,468,1,0.2,0.267,0.567,3.3,30,15,11,123,114,27,11,0,3,7,0,0,25,490,1.13,0.237,0.281,0.693,2.25,28,7,7,115,109,30,3,0,3,3,0,0,24,424,1.18,0.275,0.295,0.68,3.81,26,12,11,116,107,33,4,0,1,3,0,3,17,420,1.38,0.308,0.342,0.716,2.25,12,3,3,47,45,9,1,0,3,2,1,0,11,172,0.92,0.2,0.234,0.656,0,3,0,0,11,11,2,0,0,0,0,0,0,5,43,0.67,0.182,0.182,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
곽빈,Doosan,23,4.42,0,1,14000,7000,0,0,2.9,72.81,99.4,0.955840336,0.923,3.862461,1.21,127.33,23,23,3.52,23,9,9,95,84,21,2,0,2,10,0,0,19,426,1.35,0.25,0.326,0.671,3.63,22.33,9,9,95,81,18,4,0,1,10,0,3,23,420,1.25,0.222,0.33,0.639,2.45,22,6,6,83,70,10,1,0,2,10,0,0,19,367,0.91,0.143,0.25,0.493,3.86,21,9,9,92,81,20,2,1,2,8,0,2,15,362,1.33,0.247,0.326,0.696,1.5,18,5,3,77,64,12,4,0,0,11,0,0,17,340,1.28,0.188,0.307,0.557,1.26,14.33,3,2,57,50,10,3,0,0,6,0,0,7,212,1.12,0.2,0.281,0.541,5.06,5.33,3,3,20,17,4,2,0,0,1,0,0,6,69,0.94,0.235,0.263,0.616,0,1.33,0,0,7,5,1,0,0,0,2,0,0,0,33,2.25,0.2,0.429,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
브랜든,Doosan,23,3.72,1,1,23000,52000,0,0,2.49,62.66,79.39,0.980700965,0.923,3.862461,1.05,104.67,18,18,4,18,8,8,74,67,14,2,0,2,6,0,0,14,296,1.11,0.209,0.27,0.598,1.5,18,4,3,72,61,14,3,0,1,3,0,6,17,278,0.94,0.23,0.329,0.657,3,18,8,6,79,68,16,2,0,0,6,0,3,20,321,1.22,0.235,0.325,0.59,3.5,18,7,7,75,62,13,2,0,1,9,0,1,14,313,1.22,0.21,0.315,0.605,1.84,14.67,5,3,57,54,10,3,0,0,2,0,1,17,244,0.82,0.185,0.228,0.469,1.38,13,2,2,53,48,12,1,0,0,3,0,1,12,208,1.15,0.25,0.308,0.579,0,5,0,0,17,15,1,0,0,0,1,0,0,6,69,0.4,0.067,0.125,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
곽빈,Doosan,24,5,0,1,21000,17000,0,0,4.24,88.97,88.03,0.96919932,0.949,4.581854,1.3,167.67,30,30,3.3,30,12,11,123,107,20,5,0,2,14,0,1,33,574,1.13,0.187,0.285,0.575,3,30,11,10,119,108,23,5,0,0,9,0,0,32,464,1.07,0.213,0.269,0.528,6.21,29,20,20,132,112,31,7,0,6,12,0,3,21,511,1.48,0.277,0.354,0.854,2.54,28.33,9,8,111,94,14,4,0,2,13,0,1,27,426,0.95,0.149,0.259,0.514,5.47,26.33,16,16,123,107,30,5,1,1,14,0,1,27,489,1.67,0.28,0.366,0.74,4.26,19,10,9,83,72,18,1,0,0,10,0,0,13,320,1.47,0.25,0.341,0.605,8.31,4.33,4,4,22,19,5,2,0,0,3,0,0,1,94,1.85,0.263,0.364,0.732,13.5,0.67,1,1,4,3,1,0,0,0,1,0,0,1,18,3,0.333,0.5,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
브랜든,Doosan,24,2.47,1,0,75000,0,0,0,3.12,65.46,59.6,0.965826667,0.949,4.581854,1.15,75,14,14,3.86,14,7,6,59,56,16,5,0,1,2,0,0,14,244,1.29,0.286,0.305,0.734,1.93,14,3,3,53,49,9,0,0,1,2,0,1,21,221,0.79,0.184,0.231,0.476,6.92,13,11,10,60,50,17,2,0,0,5,0,1,11,242,1.69,0.34,0.397,0.777,2.25,12,3,3,48,45,11,2,0,0,1,0,1,12,176,1,0.244,0.277,0.566,0.75,12,2,1,49,48,10,2,1,0,0,0,1,10,186,0.83,0.208,0.224,0.516,1.8,10,6,2,43,41,10,0,1,0,1,0,0,7,189,1.1,0.244,0.256,0.549,99.99,0,2,1,3,3,2,0,0,1,0,0,0,0,16,99.99,0.667,0.667,2.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
최원준,Doosan,24,1.42,0,0,25000,-2500,0,0,6.46,135.61,129.52,0.97302,0.949,4.581854,1.45,110,24,24,1.5,24,4,4,93,88,17,3,0,2,4,0,1,14,377,0.88,0.193,0.237,0.532,5.63,24,15,15,109,99,28,5,2,5,7,0,1,26,415,1.46,0.283,0.33,0.855,9.89,23.67,26,26,114,101,34,7,0,8,10,0,3,14,455,1.86,0.337,0.412,1.056,5.49,19.67,12,12,82,74,16,3,0,4,7,0,1,12,311,1.17,0.216,0.293,0.712,10.05,14.33,16,16,69,59,22,3,0,2,5,1,3,6,270,1.88,0.373,0.448,0.973,12.27,3.67,5,5,20,19,7,2,0,0,1,0,0,1,85,2.18,0.368,0.4,0.874,13.5,0.67,1,1,4,3,1,1,0,0,0,0,1,0,20,1.5,0.333,0.5,1.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
알칸타라,Doosan,24,1.36,1,0,80000,0,0,0,4.76,99.79,125.46,0.967687082,0.949,4.581854,1.24,64.33,12,12,4.5,12,6,6,45,40,6,2,0,3,4,0,1,10,172,0.83,0.15,0.244,0.669,6.75,12,9,9,53,45,11,2,0,1,7,0,0,5,198,1.5,0.244,0.346,0.702,2.45,11,3,3,44,43,10,1,0,0,1,0,0,9,179,1,0.233,0.25,0.506,9,10,11,10,50,42,11,1,1,4,7,0,1,2,213,1.8,0.262,0.38,0.999,4,9,4,4,37,35,11,1,1,1,1,0,0,2,120,1.33,0.314,0.333,0.819,2.84,6.33,2,2,29,27,8,1,1,1,2,0,0,4,121,1.58,0.296,0.345,0.864,0,3,0,0,9,9,1,0,0,0,0,0,0,1,31,0.33,0.111,0.111,0.222,0,1,0,0,3,3,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김광현,SSG,22,7.39,0,1,810000,-710000,1,0,2.13,50.28,74.17,1.035599319,1.071,3.694222,1.07,173.33,28,28,3.86,28,13,12,124,113,33,0,0,3,11,0,0,26,503,1.57,0.292,0.355,0.727,0.96,28,8,3,104,96,15,3,0,0,4,0,0,36,393,0.68,0.156,0.188,0.376,3.54,28,11,11,115,109,27,5,1,3,5,0,0,22,418,1.14,0.248,0.281,0.675,2.93,27.67,9,9,117,106,28,2,1,2,8,0,2,21,435,1.3,0.264,0.325,0.683,0.67,27,3,2,102,91,14,2,0,0,8,1,1,21,385,0.81,0.154,0.23,0.406,0.76,23.67,2,2,92,83,17,3,0,1,7,1,2,19,352,1.01,0.205,0.283,0.56,1.8,10,2,2,37,35,7,1,0,1,2,0,0,7,133,0.9,0.2,0.243,0.557,0,1,0,0,3,3,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
폰트,SSG,22,6.5,1,1,110000,0,0,0,2.69,63.54,78.24,1.035190217,1.071,3.694222,0.95,184,28,28,5.79,28,20,18,121,118,34,3,0,9,3,0,0,25,440,1.32,0.288,0.306,0.848,1.61,28,7,5,108,102,18,1,0,2,5,0,0,27,425,0.82,0.176,0.215,0.46,2.57,28,8,8,109,104,21,3,2,0,3,0,1,26,404,0.86,0.202,0.229,0.498,1.93,28,9,6,112,103,21,7,0,2,4,0,2,27,417,0.89,0.204,0.243,0.573,2.25,28,7,7,111,99,20,4,1,0,9,1,2,31,436,1.04,0.202,0.279,0.542,1.96,23,6,5,90,82,15,1,0,3,6,0,1,16,330,0.91,0.183,0.247,0.552,3.38,16,6,6,63,59,11,2,0,2,3,0,0,17,256,0.88,0.186,0.222,0.544,0,4,0,0,13,12,1,1,0,0,1,0,0,1,50,0.5,0.083,0.154,0.321,0,1,0,0,3,3,0,0,0,0,0,0,0,1,14,0,0,0,0
모리만도,SSG,22,3.43,1,1,18000,0,0,0,1.67,39.5,70.57,1.03442878,1.071,3.694222,1.06,75.33,12,12,1.5,12,3,2,49,42,7,0,0,0,5,0,1,12,199,1,0.167,0.271,0.438,2.25,12,3,3,51,46,12,0,0,2,4,0,0,10,186,1.33,0.261,0.32,0.711,3.75,12,5,5,48,44,9,3,0,0,3,0,1,10,198,1,0.205,0.271,0.544,3.18,11.33,7,4,55,49,16,5,0,0,4,0,0,11,215,1.76,0.327,0.37,0.799,0,11,0,0,39,36,7,0,0,0,2,0,1,9,142,0.82,0.194,0.256,0.45,0,10,0,0,34,30,1,0,0,0,3,0,1,6,132,0.4,0.033,0.147,0.18,0,6.1,1,0,26,24,5,0,0,0,2,0,0,9,99,1.11,0.208,0.269,0.477,0,0.2,0,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
노바,SSG,22,-0.27,1,0,75000,0,0,0,6.5,153.59,116.27,1.005746034,1.071,3.694222,1.62,63.67,12,12,5.25,12,7,7,51,46,10,1,1,1,3,0,0,7,190,1.08,0.217,0.265,0.613,3,12,8,4,56,48,13,2,1,0,8,0,0,6,213,1.75,0.271,0.375,0.729,9.75,12,13,13,56,51,19,1,0,1,4,0,0,7,193,1.92,0.373,0.411,0.862,4.5,10,5,5,42,37,9,0,0,1,5,0,0,6,156,1.4,0.243,0.333,0.657,10,9,10,10,48,41,17,4,0,1,4,0,2,3,151,2.33,0.415,0.479,1.064,11.12,5.67,7,7,27,24,8,2,0,1,0,0,3,0,103,1.41,0.333,0.407,0.949,0,3,0,0,11,10,2,0,0,0,1,0,0,3,40,1,0.2,0.273,0.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김광현,SSG,23,4.19,0,0,100000,0,0,0,3.53,82.96,98.41,1.036582427,1.072,3.862461,1.38,168.33,30,30,2.7,30,9,9,117,102,23,5,0,0,12,0,0,16,468,1.17,0.225,0.302,0.577,2.1,30,8,7,122,109,26,4,0,3,12,0,0,31,515,1.27,0.239,0.311,0.669,3,30,12,10,127,118,34,5,0,1,8,0,0,19,476,1.4,0.288,0.331,0.687,7.85,28.67,26,25,136,113,37,7,0,5,14,0,1,19,527,1.78,0.327,0.391,0.913,2.28,23.67,8,6,98,88,19,4,0,1,9,0,0,18,366,1.18,0.216,0.289,0.584,3,18,9,6,81,70,20,4,0,1,8,0,1,12,309,1.56,0.286,0.363,0.749,3.68,7.33,3,3,29,23,4,1,0,0,6,0,0,4,118,1.36,0.174,0.345,0.562,0,0.67,0,0,3,2,0,0,0,0,1,0,0,0,19,1.5,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
맥카티,SSG,23,3.3,1,0,60000,0,0,0,3.39,79.76,85.36,1.040143923,1.072,3.862461,1.3,130,24,24,3,24,13,8,104,91,22,3,0,2,13,0,0,19,414,1.46,0.242,0.337,0.678,0.38,24,1,1,84,81,15,0,0,1,3,0,0,24,372,0.75,0.185,0.214,0.436,5.64,22.33,15,14,102,87,26,7,0,0,11,0,1,16,432,1.66,0.299,0.38,0.759,5.4,20,15,12,88,81,22,2,1,3,6,0,0,21,359,1.4,0.272,0.318,0.75,3.5,18,7,7,72,69,18,4,0,3,3,0,0,21,300,1.17,0.261,0.292,0.741,3.07,14.67,5,5,62,57,15,2,0,0,5,0,0,11,238,1.36,0.263,0.323,0.621,1.35,6.67,1,1,28,24,5,1,1,0,3,0,0,4,119,1.2,0.208,0.296,0.629,27,0.33,1,1,3,2,1,0,0,1,1,0,0,0,12,6,0.5,0.667,2.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김광현,SSG,24,3.42,0,0,100000,0,0,0,4.93,96.22,100.98,1.026426415,1.067,4.581854,1.45,162.33,31,31,4.94,31,17,17,137,122,30,5,0,3,13,0,2,38,553,1.39,0.246,0.328,0.689,4.35,31,16,15,130,108,23,4,0,3,16,0,3,30,529,1.26,0.213,0.328,0.661,7.71,30.33,26,26,137,116,33,6,0,10,17,0,0,27,519,1.65,0.284,0.37,0.965,3.67,27,14,11,116,110,31,4,0,3,6,0,0,27,421,1.37,0.282,0.319,0.719,3.55,25.33,12,10,114,98,25,5,0,2,15,1,0,22,446,1.58,0.255,0.354,0.721,3.86,16.33,7,7,66,62,17,5,0,3,3,0,1,11,251,1.22,0.274,0.318,0.818,20.25,1.33,3,3,10,7,3,0,0,0,3,0,0,0,44,4.5,0.429,0.6,1.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
반즈,Lotte,22,5.1,1,1,46000,39000,0,0,3.62,85.49,75.83,1.032262277,1.085,3.694222,1.2,186.33,31,31,2.9,31,11,10,121,114,26,6,2,0,3,0,2,34,442,0.94,0.228,0.258,0.574,3.77,31,16,13,131,118,31,5,1,3,7,0,5,27,498,1.23,0.263,0.328,0.726,4.7,30.67,16,16,129,115,29,2,0,3,11,0,0,31,518,1.3,0.252,0.315,0.663,4.03,29,17,13,130,112,31,5,1,0,11,0,2,27,500,1.45,0.277,0.346,0.685,2.6,27.67,9,8,115,105,23,1,1,0,8,1,1,14,403,1.12,0.219,0.281,0.529,3.98,20.33,10,9,88,79,19,4,0,2,5,0,2,11,323,1.18,0.241,0.299,0.666,3.38,10.67,4,4,47,42,12,2,0,0,2,0,2,11,152,1.31,0.286,0.348,0.681,1.8,5,1,1,21,18,3,1,0,0,0,0,3,4,85,0.6,0.167,0.286,0.508,9,1,1,1,6,5,2,1,0,0,0,0,1,1,24,2,0.4,0.5,1.1
박세웅,Lotte,22,3.31,0,1,26000,124000,1,0,3.89,91.8,66.97,1.039479819,1.085,3.694222,1.34,157.33,28,28,1.61,28,9,5,113,102,20,6,0,1,9,0,1,27,463,1.04,0.196,0.268,0.552,1.61,28,7,5,122,113,33,5,0,0,3,0,4,28,434,1.29,0.292,0.333,0.669,6.67,27,20,20,127,118,43,7,0,3,7,0,2,26,475,1.85,0.364,0.409,0.909,4.5,26,14,13,107,98,26,6,0,2,6,0,0,20,404,1.23,0.265,0.305,0.693,4.26,25.33,17,12,116,107,32,3,3,1,7,1,0,27,444,1.54,0.299,0.342,0.753,4.24,17,8,8,69,68,18,3,0,1,0,0,1,11,261,1.06,0.265,0.275,0.628,9.64,4.67,5,5,20,19,6,1,1,0,0,0,0,6,88,1.29,0.316,0.316,0.79,0,1.33,0,0,5,5,1,1,0,0,0,0,0,1,30,0.75,0.2,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스파크맨,Lotte,22,0.92,1,0,50000,0,0,0,5.31,125.43,86.94,1.033498524,1.085,3.694222,1.65,84.67,19,19,5,18,11,10,79,71,20,4,0,1,7,0,1,25,325,1.5,0.282,0.354,0.734,4,18,10,8,82,72,16,1,0,2,9,0,1,15,310,1.39,0.222,0.317,0.636,4,18,10,8,82,69,20,2,0,0,13,0,0,13,355,1.83,0.29,0.402,0.721,10.67,14.33,17,17,74,63,23,5,1,2,7,0,1,16,282,2.09,0.365,0.431,1.002,3.6,10,4,4,43,35,13,1,0,0,4,1,1,11,167,1.7,0.371,0.439,0.839,4.26,6.33,3,3,25,22,4,1,0,1,3,0,0,9,109,1.11,0.182,0.28,0.644,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,99.99,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
반즈,Lotte,23,5.49,1,1,85000,0,0,0,3.28,75.97,78.92,1.022879587,1.06,3.862461,1.33,170.33,30,30,4.2,30,14,14,131,120,34,8,1,1,9,0,1,22,465,1.43,0.283,0.338,0.73,2.76,29.33,10,9,120,107,29,5,0,2,7,0,3,30,462,1.23,0.271,0.331,0.705,3.18,28.33,11,10,114,103,24,6,0,1,8,0,2,28,461,1.13,0.233,0.298,0.618,4.61,27.33,14,14,122,103,28,5,0,1,12,0,4,19,485,1.46,0.272,0.367,0.717,1.42,25.33,7,4,112,97,21,4,0,1,12,1,1,26,429,1.3,0.216,0.309,0.598,3,21,8,7,95,81,24,3,0,0,7,0,3,15,318,1.48,0.296,0.366,0.699,3,9,3,3,39,37,10,2,0,0,1,0,1,7,134,1.22,0.27,0.308,0.632,99.99,0,1,1,1,1,1,1,0,0,0,0,0,0,3,99.99,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
박세웅,Lotte,23,4.21,0,1,150000,-15000,0,0,3.45,79.96,83.98,1.030452662,1.06,3.862461,1.32,154,27,27,4.67,27,17,14,116,104,25,3,0,3,10,0,2,23,479,1.3,0.24,0.319,0.675,2.33,27,8,7,110,97,22,2,0,1,11,0,1,26,450,1.22,0.227,0.309,0.587,2.39,26.33,10,7,112,102,26,6,0,0,10,0,0,22,446,1.37,0.255,0.321,0.635,3.12,26,12,9,109,98,23,5,0,3,9,0,0,22,412,1.23,0.235,0.299,0.677,3.8,23.67,11,10,109,93,27,5,0,0,12,1,0,15,416,1.65,0.29,0.368,0.712,4.86,16.67,9,9,73,65,19,2,0,1,4,0,1,13,301,1.38,0.292,0.333,0.702,4.26,6.33,3,3,25,22,3,1,0,0,3,0,0,8,117,0.95,0.136,0.24,0.422,0,1,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
나균안,Lotte,23,3.34,0,1,10900,6100,0,0,3.8,88.07,81.42,1.017438042,1.06,3.862461,1.4,130.33,23,23,1.96,23,5,5,94,84,20,4,1,1,5,0,2,17,351,1.09,0.238,0.293,0.638,2.74,23,9,7,102,89,22,5,0,1,9,0,1,24,417,1.35,0.247,0.314,0.651,6.65,23,20,17,118,100,35,8,0,3,15,1,1,13,409,2.17,0.35,0.436,0.956,2.35,23,6,6,85,80,18,2,1,1,1,0,0,23,335,0.83,0.225,0.226,0.539,5.21,19,12,11,87,78,25,6,0,2,6,0,1,18,354,1.63,0.321,0.376,0.85,6.57,12.33,9,9,55,51,16,2,1,0,3,0,0,11,217,1.54,0.314,0.345,0.737,0,6,0,0,24,21,3,0,0,0,3,0,0,7,107,1,0.143,0.25,0.393,0,1,0,0,4,4,1,0,0,0,0,0,0,1,18,1,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
윌커슨,Lotte,23,2.92,1,1,25000,35000,0,0,2.26,52.39,60.56,1.031745952,1.06,3.862461,1.09,79.67,13,13,0.69,13,1,1,45,42,7,0,0,1,2,0,0,12,182,0.69,0.167,0.205,0.443,0.69,13,4,1,55,51,11,2,0,0,3,0,1,17,211,1.08,0.216,0.273,0.528,0.69,13,5,1,51,49,10,1,1,0,1,0,0,10,202,0.85,0.204,0.22,0.485,3.46,13,5,5,60,56,16,6,0,0,3,0,1,16,246,1.46,0.286,0.333,0.726,4.85,13,8,7,61,52,14,5,1,0,8,0,0,12,242,1.69,0.269,0.367,0.771,3.86,11.67,5,5,44,42,8,1,0,2,2,0,0,11,179,0.86,0.19,0.227,0.584,0,3,0,0,11,8,1,0,0,0,1,0,0,3,34,0.67,0.125,0.222,0.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
스트레일리,Lotte,23,1.63,1,0,100000,0,0,0,4.37,101.32,101.41,1.026033487,1.06,3.862461,1.48,80.33,16,16,6.75,16,12,12,77,68,22,3,1,1,8,0,0,12,332,1.88,0.324,0.39,0.831,3.38,16,7,6,68,58,13,0,0,3,8,0,2,13,264,1.31,0.224,0.338,0.717,3.94,16,8,7,66,54,11,1,0,2,6,0,3,14,262,1.06,0.204,0.313,0.646,3.21,14,6,5,67,59,18,3,0,0,4,0,2,14,237,1.57,0.305,0.358,0.714,6.94,11.67,10,9,61,51,15,1,0,0,7,0,3,11,255,1.89,0.294,0.41,0.724,0,5.33,0,0,20,17,2,0,0,0,3,0,0,5,91,0.94,0.118,0.25,0.368,0,1.33,0,0,5,4,1,0,0,0,1,0,0,1,24,1.5,0.25,0.4,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
