Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
김영규,4.16,72,6.27,3,2.09,0.68,17.1,8.2,8.9,0.28,75.6,3.41,3.55,4.03,3.9,4.16,3.32,4.33,-0.76,82.49,84.35,100.77,0.242,0.324,0.359,0.683,985,13.7,14.9,3.66
한재승,4.4,12,9.28,8.44,1.1,0,20.4,18.5,1.9,0.406,83.3,2.53,3.38,5.7,5.75,4.4,4.48,5.18,-1.87,61.25,124.25,106.54,0.31,0.444,0.357,0.801,244,20.3,22.9,4.52
이재학,4.57,26,7.12,5.34,1.33,0.5,17.7,13.3,4.4,0.267,62.3,4.75,5.54,5.18,5.12,4.57,4.01,4.87,0.18,114.87,110.56,110.63,0.224,0.342,0.322,0.664,1615,62.1,17.7,3.98
류진욱,4.64,51,7.19,6.02,1.19,0.39,17.3,14.5,2.8,0.329,67.5,4.86,5.63,5.92,5.85,4.64,4.21,5.06,0.21,117.51,126.52,112.35,0.274,0.388,0.36,0.748,897,17.6,19.4,4.19
송명기,4.75,25,8.86,4.51,1.96,1.17,21.4,10.9,10.5,0.333,71.5,4.51,5.6,5.19,5.15,4.75,3.41,4.14,-0.23,109.23,111.35,114.85,0.276,0.375,0.444,0.819,2047,81.9,19,4.13
김태경,4.93,16,6.29,4.26,1.48,0.81,16,10.8,5.2,0.242,82.1,3.25,3.25,3.25,3.11,4.93,3.96,4.78,-1.68,78.6,67.18,119.24,0.217,0.321,0.325,0.646,791,49.4,17.8,4.08
김건태,4.93,16,7.86,5.89,1.33,0.98,18.6,14,4.7,0.385,63.6,4.42,7.36,7.85,7.68,4.93,3.75,4.84,-0.51,106.91,165.92,119.29,0.314,0.429,0.5,0.929,342,21.4,18.7,3.98
김진호,5.21,36,7.38,4.22,1.75,1.48,17.9,10.2,7.7,0.354,68.8,6.12,6.33,6.52,6.48,5.21,3.35,4.48,0.91,148.02,140.04,126.11,0.312,0.383,0.471,0.854,761,21.1,17.8,3.88
조민석,5.8,18,7.88,6.75,1.17,1.13,18.4,15.8,2.6,0.341,78.6,4.5,5.06,6.13,6.27,5.8,4.37,5.08,-1.3,108.89,135.55,140.27,0.288,0.419,0.407,0.826,323,17.9,20.2,4.25
박동수,5.88,10,9.21,12.89,0.71,0,20.3,28.4,-8.1,0.297,69.7,5.52,6.14,5.83,5.84,5.88,5.95,6.37,-0.35,133.64,126.2,142.22,0.212,0.446,0.269,0.715,319,31.9,21.8,4.31
이용준,6.04,10,7.77,5.32,1.46,1.64,16.4,11.2,5.2,0.377,60.5,8.59,9.41,9.84,9.65,6.04,3.98,4.78,2.55,207.88,208.59,146.23,0.337,0.422,0.592,1.014,468,46.8,21.3,4.03
하준수,6.05,2,3,9,0.33,0,6.7,20,-13.3,0.273,66.7,6,6,6,5.85,6.05,6.14,7,-0.05,145.19,126.39,146.42,0.25,0.4,0.333,0.733,46,23,15.3,3.07
심창민,6.31,11,8.53,9.95,0.86,0,16.2,18.9,-2.7,0.45,47.4,14.21,14.21,8.88,8.45,6.31,6.41,5.72,7.9,343.86,182.57,152.7,0.346,0.528,0.423,0.951,158,14.4,24.9,4.27
전사민,6.84,7,2.16,6.48,0.33,1.08,5.9,17.6,-11.8,0.16,70,3.24,4.32,4.32,4.33,6.84,5.49,6.81,-3.6,78.4,93.57,165.61,0.179,0.324,0.286,0.61,143,20.4,17.2,4.21
강동연,7.1,6,3.12,3.12,1,2.08,6.8,6.8,0,0.4,58.8,10.38,10.38,10.38,10.12,7.1,4.44,5.4,3.29,251.28,218.76,171.7,0.4,0.455,0.725,1.18,157,26.2,18.1,3.57
정구범,11.28,2,13.5,6.75,2,6.75,33.3,16.7,16.7,0,0,13.5,13.5,13.5,13.16,11.28,2.44,3.4,2.22,326.67,284.38,273.05,0.2,0.333,0.8,1.133,24,12,18,4
이우석,11.58,3,5.4,16.2,0.33,0,9.1,27.3,-18.2,0.2,33.3,21.6,21.6,8.64,8.42,11.58,11.62,7.58,10.02,522.67,182,280.31,0.167,0.545,0.167,0.712,52,17.3,31.2,4.73
