Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
정우람,0.29,23,0,23,5,0,0,0,1,1,7,18.1,6,8,8.35,84,23,5,0,1,6,0,1,20,2,0,0,2.95,3.93,4.1,4.36,2.55,1.58,9.82,2.95,3.33,0.49,23.8,7.1,16.7,0.4,75,2.01,3.4,0.39,72.62,96.03,62.9,0.307,0.354,0.413,0.767,329,14.3,17.9,3.92,0,,0,,0,0,0,0,,0,0,,0,0,5,0,0,,,,,,3,0,0,1,7,0,0,0,100,0,1,0,0,3,2,6,1,16.7,5,0,0,0.8,14.3,0.98,0.29,0.4,55,37.9,10.3,50,60.3,1.7,0.6,2.9,4.3
박상원,0.24,14,0,14,1,0,0,0,0,0,4,12,3,4,5.4,53,11,1,0,0,6,0,0,16,3,0,1,2.25,3,4.05,4.16,2,1.42,12,4.5,2.67,0,30.2,11.3,18.9,0.367,76.5,2.07,3.14,0.25,55.47,91.53,49.33,0.256,0.327,0.279,0.606,217,15.5,18.1,4.09,0,,0,,0,0,0,7,,0,0,,0,0,4,1,25,,,,,,2,0,0,0,4,1,0,1,80,0,1,1,0,6,2,9,4,44.4,4,1,25,0.86,15.5,1.52,0.24,0.367,30,51.6,3.2,45.2,48.4,0,1.1,0,27.3
문동주,0.21,13,4,9,1,0,0,1,3,0,2,28.2,18,19,16.95,127,28,5,1,5,14,1,0,36,4,1,2,5.65,5.97,5.32,5.59,4.34,1.47,11.3,4.4,2.57,1.57,28.3,11,17.3,0.329,66.7,3.32,1.31,139.33,123.02,107.06,0.255,0.341,0.455,0.796,482,37.1,16.8,3.8,,0,0,0,0,2,0,0,14,7.4,1,3,25,0,0,5,4,80,4.25,71.25,50.5,-0.01,0.29,0,0,3,0,2,0,0,0,100,0,0,0,0,4,1,0,0,,5,4,80,1.3,21.89,0.51,-0.08,0.329,70,59.2,1.3,38.2,39.5,1.3,1.5,16.7,14.3
박윤철,0.15,11,7,4,2,0,0,0,3,0,0,33.1,17,22,21.7,164,41,7,0,5,23,2,0,16,2,1,2,4.59,5.94,5.86,5.9,6.69,1.92,4.32,6.21,0.7,1.35,9.8,14,-4.3,0.308,74.6,5.01,5.91,-2.1,113.16,129.83,165.04,0.301,0.405,0.463,0.868,643,58.5,19.3,3.92,0,0,0,0,5,0,0,11,3.8,2,5,28.6,0,0,11,1,9.1,3.71,72.71,41.86,-0.4,0.06,0,0,3,0,0,0,0,0,,0,0,0,0,2,4,1,1,100,11,1,9.1,1.83,33.5,0.39,0.08,0.308,117,44.7,4.9,47.2,52,3.3,0.9,7.8,9.8
이민우,0.07,24,4,20,1,0,0,1,0,0,0,40.2,24,26,27.05,182,50,8,2,3,14,1,0,22,5,0,1,5.31,5.75,5.99,6.08,4.45,1.57,4.87,3.1,1.57,0.66,12.1,7.7,4.4,0.331,63.9,3.68,4.87,0.86,130.95,133.8,109.79,0.301,0.357,0.428,0.785,728,30.3,17.9,4,0,0,0,0,3,0,0,31,19,4,0,100,0,0,11,4,36.4,3.67,72.5,40,-0.2,0.06,1,0,6,0,0,0,0,0,,0,0,0,0,3,6,11,6,54.5,11,4,36.4,1.3,21.9,0.53,0.01,0.331,142,40.7,4.8,50.3,55.2,4.1,0.7,3.8,8
한승주,0.06,7,2,5,0,0,0,0,0,0,0,15.2,11,11,10.5,76,25,3,0,0,4,3,0,12,0,0,0,6.32,6.32,6.03,6.07,3.25,1.85,6.89,2.3,3,0,15.8,5.3,10.5,0.439,65.6,3.35,4.14,3.06,155.8,133.67,80.23,0.368,0.421,0.412,0.833,277,39.6,17.7,3.64,0,0,0,0,2,0,0,8,8.6,1,1,50,0,0,4,1,25,4.17,66,45,-0.04,0.11,0,0,3,0,0,0,0,0,,0,0,0,0,0,1,0,0,,4,1,25,1.47,29,0.35,-0.05,0.439,57,49.1,5.3,42.1,47.4,3.5,1,0,8
임준섭,0.03,5,0,5,1,0,0,0,0,0,0,3.2,1,1,2.05,18,5,1,0,0,1,1,0,0,0,0,2,2.45,2.45,5.03,5.49,5.48,1.64,0,2.46,0,0,0,5.6,-5.6,0.313,85.7,5.65,6.07,-3.02,60.52,120.9,134.98,0.357,0.389,0.429,0.818,70,14,19.1,3.89,0,,0,,0,0,0,2,,0,0,,0,0,2,0,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,2,0,0,0.73,14,0.19,0.03,0.313,16,25,0,75,75,0,0.3,0,40
윤호솔,0.01,52,0,52,7,0,0,3,5,0,7,42.1,19,26,26,199,43,6,1,2,28,0,2,33,6,0,3,4.04,5.53,5.53,5.72,4.37,1.68,7.02,5.95,1.18,0.43,16.6,14.1,2.5,0.306,66.2,3.91,5.1,-0.34,99.59,125.88,107.86,0.256,0.36,0.339,0.699,801,15.4,18.9,4.03,0,,0,,0,0,0,35,,0,0,,0,0,18,7,38.9,,,,,,10,0,1,0,7,2,0,2,77.8,0,0,0,0,13,7,14,6,42.9,18,7,38.9,0.81,15.4,1.03,0.01,0.306,134,40.6,6.5,46.4,52.9,6.5,0.8,2.7,16.3
류희운,0.01,7,0,7,3,0,0,0,0,0,0,6,2,2,4.25,30,5,1,0,0,6,2,0,5,0,0,2,3,3,6.38,6.49,5.83,1.83,7.5,9,0.83,0,16.7,20,-3.3,0.294,84.6,5.9,5.8,-2.83,73.96,142.84,143.84,0.238,0.433,0.286,0.719,117,16.7,19.5,3.9,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,4,100,0,0,,0.86,16.71,0.09,0.01,0.294,17,52.9,5.9,35.3,41.2,5.9,1.3,0,0
송윤준,-0.01,3,0,3,1,0,0,0,0,0,0,4.1,3,3,3,21,3,0,1,0,2,2,0,3,1,0,0,6.23,6.23,6.23,6.3,4.91,1.15,6.23,4.15,1.5,0,14.3,9.5,4.8,0.231,57.1,5,4.83,1.32,153.62,138.77,121.17,0.188,0.35,0.313,0.663,72,24,16.6,3.43,0,,0,,0,0,0,0,,0,0,,0,0,3,0,0,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3,0,0,1.44,24,0.65,-0.01,0.231,13,42.9,0,50,50,7.1,0.9,0,33.3
남지민,-0.02,22,20,2,1,0,0,2,11,0,0,89,63,68,64.75,418,109,19,1,9,45,3,0,41,3,0,5,6.37,6.88,6.55,6.53,5.51,1.73,4.15,4.55,0.91,0.91,9.8,10.8,-1,0.314,61.8,4.41,5.51,0.86,157.07,143.75,135.79,0.298,0.376,0.429,0.805,1554,70.6,17.5,3.72,3,15,1,5,9,0,0,42,4.5,3,17,15,0,0,19,6,31.6,4.2,73.6,40.35,-1.71,-0.22,0,0,1,0,0,0,0,0,,0,0,0,0,6,12,0,0,,19,6,31.6,2.5,41,0.63,0.2,0.314,319,44.1,3.3,49.5,52.9,3,0.8,5.2,11
김도현,-0.03,1,0,1,0,0,0,0,0,0,0,0,2,2,3.05,4,3,1,0,0,0,1,0,0,0,0,1,99.99,99.99,86.92,89.13,3103.78,99.99,,,,,0,0,0,1,50,3158.08,5.4,-3003.79,2465.19,1962.58,76521.9,1,1,1.333,2.333,18,18,,4.5,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,2,100,2,0,0,0,18,1.09,-0.03,1,3,66.7,0,33.3,33.3,0,2,0,0
김규연,-0.04,12,0,12,4,0,0,0,0,0,1,13.2,8,11,11,70,16,5,0,2,12,0,0,11,3,0,2,5.27,7.24,7.24,7.03,6.24,2.05,7.24,7.9,0.92,1.32,15.7,17.1,-1.4,0.311,68,4.61,5.57,-0.97,129.89,154.75,153.73,0.281,0.4,0.474,0.874,296,24.7,21.7,4.23,0,,0,,0,0,0,13,,0,0,,0,0,4,0,0,,,,,,0,0,3,0,1,0,0,0,100,0,0,0,0,1,0,4,0,0,4,0,0,1.14,24.67,0.18,-0.04,0.311,45,38.3,2.1,59.6,61.7,0,0.6,6.9,6.3
이승관,-0.06,7,0,7,2,0,0,0,0,0,0,5.1,6,6,4.6,28,8,1,0,0,4,1,0,3,0,0,0,10.13,10.13,7.76,7.85,5.28,2.25,5.06,6.75,0.75,0,10.7,14.3,-3.6,0.421,53.8,5.4,5.83,4.84,249.63,172.88,130.28,0.381,0.481,0.429,0.91,103,14.7,19.3,3.68,0,,0,,0,0,0,2,,0,0,,0,0,5,3,60,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1,16.7,5,3,60,0.76,14.71,0.27,-0.06,0.421,19,40,10,45,55,5,0.7,0,0
신정락,-0.08,44,0,44,14,0,0,2,1,1,4,47,21,25,31.5,215,52,10,1,4,16,7,2,23,5,0,2,4.02,4.79,6.03,6.1,4.96,1.45,4.4,3.06,1.44,0.77,10.7,7.4,3.3,0.293,72.5,4.05,5.01,-0.94,99.14,134.29,122.25,0.278,0.35,0.406,0.756,750,17,16,3.49,0,,0,,0,0,0,24,,0,0,,0,0,9,1,11.1,,,,,,8,1,10,1,4,0,2,2,71.4,0,0,0,2,4,4,34,14,41.2,9,1,11.1,1.07,17.05,0.74,-0.08,0.293,164,45.6,4.1,49.1,53.3,1.2,0.9,4.4,3.8
이충호,-0.08,5,0,5,1,0,0,1,0,0,0,4.2,5,5,4.65,27,7,1,0,1,5,1,0,4,1,0,1,9.64,9.64,8.97,8.55,8.18,2.57,7.71,9.64,0.8,1.93,14.8,18.5,-3.7,0.375,66.7,5.72,5.84,1.47,237.74,188.26,201.6,0.333,0.481,0.524,1.005,101,20.2,21.6,3.74,0,,0,,0,0,0,11,,0,0,,0,0,2,2,100,,,,,,1,0,2,0,0,0,0,0,,0,0,0,0,0,1,3,1,33.3,2,2,100,0.93,20.2,0.36,-0.08,0.375,16,47.1,5.9,41.2,47.1,5.9,1,12.5,28.6
김기중,-0.12,5,3,2,0,0,0,0,2,0,0,12,8,10,10.5,63,14,2,0,4,11,1,0,8,1,0,0,6,7.5,7.88,7.83,9.18,2.08,6,8.25,0.73,3,12.7,17.5,-4.8,0.263,80,5.33,5.97,-3.18,147.93,172.34,226.43,0.292,0.419,0.583,1.002,248,49.6,20.7,3.94,0,0,0,0,1,0,0,4,4,0,3,0,0,0,3,0,0,3,59,38.67,-0.41,-0.25,0,0,1,0,0,0,0,0,,0,0,0,0,1,2,1,1,100,3,0,0,1.5,35.5,0.68,0.13,0.263,38,39.5,4.7,53.5,58.1,2.3,0.7,16,7.1
박준영,-0.22,5,2,3,2,0,0,0,1,0,0,11,13,13,11.8,53,13,0,0,1,8,0,0,10,0,0,0,10.64,10.64,9.65,9.61,4.85,1.91,8.18,6.55,1.25,0.82,18.9,15.1,3.8,0.353,40,3.86,4.95,5.79,262.23,211.71,119.52,0.289,0.396,0.356,0.752,216,43.2,19.6,4.08,0,0,0,0,0,0,0,4,5.1,0,2,0,0,0,4,2,50,3.5,57.5,33,-0.34,-0.22,0,0,1,0,0,0,0,0,,0,0,0,0,0,2,0,0,,4,2,50,1.33,33.67,0.09,0,0.353,34,42.9,2.9,51.4,54.3,2.9,0.8,5.3,7.7
이재민,-0.32,2,0,2,0,0,0,0,0,0,0,2,8,8,5.95,15,3,1,0,0,5,1,0,0,0,0,0,36,36,26.78,29.3,13.08,4,0,22.5,0,0,0,33.3,-33.3,0.333,11.1,13.22,9.4,22.92,887.56,645.15,322.58,0.375,0.6,0.5,1.1,55,27.5,27.5,3.67,0,,0,,0,0,0,0,,0,0,,0,0,4,4,100,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,4,4,100,1,27.5,0.24,-0.32,0.333,9,44.4,11.1,44.4,55.6,0,0.8,0,0
윤대경,-0.47,25,14,11,4,0,0,4,9,0,0,75.1,63,63,59.55,349,106,22,2,6,17,7,0,51,3,0,5,7.53,7.53,7.11,7.24,4.03,1.63,6.09,2.03,3,0.72,14.6,4.9,9.7,0.38,54.9,3.2,4.23,3.5,185.56,159.38,99.29,0.335,0.378,0.475,0.853,1268,50.7,16.8,3.63,5,35.7,0,0,1,0,0,31,4.4,4,10,28.6,0,0,20,10,50,4.57,76.29,38.36,-1.69,-0.56,0,0,2,0,0,1,0,1,0,0,0,0,0,5,13,3,2,66.7,20,10,50,1.03,18.18,1.07,0.09,0.38,263,34.7,7.3,54,61.3,4,0.6,3.6,5.7
김재영,-0.47,30,1,29,6,0,0,0,2,0,1,30,18,25,26.9,137,33,13,0,1,12,7,2,16,1,0,2,5.4,7.5,8.07,7.9,4.6,1.5,4.8,3.6,1.33,0.3,11.7,8.8,2.9,0.32,52.9,4.29,5.05,0.8,133.13,173.91,113.51,0.292,0.382,0.434,0.816,533,17.8,17.8,3.89,0,0,0,0,0,0,0,25,100,0,1,0,0,0,10,6,60,2,63,39,-0.28,-0.24,3,0,6,0,1,0,0,0,100,0,1,0,0,1,4,20,10,50,10,6,60,0.97,16.21,0.63,-0.23,0.32,100,51,6.9,40.2,47.1,2,1.1,2.1,6.1
김종수,-0.77,52,0,52,9,0,0,3,4,1,6,45,22,30,34.8,197,39,15,1,5,21,2,1,45,4,1,1,4.4,6,6.96,6.92,4.12,1.33,9,4.2,2.14,1,22.8,10.7,12.2,0.283,58.2,2.9,3.94,0.28,108.48,152.41,101.62,0.236,0.321,0.43,0.751,823,15.8,18.3,4.18,0,,0,,0,0,0,28,,0,0,,0,0,13,2,15.4,,,,,,11,2,6,1,6,3,2,5,58.3,0,0,2,2,8,14,27,11,40.7,13,2,15.4,0.87,15.83,1.29,-0.77,0.283,120,34.1,6.2,58.1,64.3,1.6,0.5,6,2.6
주현상,-0.89,49,0,49,9,0,0,0,1,1,3,55.1,42,43,45.4,247,69,18,3,5,14,5,1,33,0,0,1,6.83,6.99,7.38,7.5,4.38,1.5,5.37,2.28,2.36,0.81,13.4,5.7,7.7,0.342,55.6,3.42,4.48,2.45,168.42,165.13,107.91,0.311,0.361,0.486,0.847,916,18.7,16.6,3.71,0,,0,,0,0,0,20,,0,0,,0,0,13,9,69.2,,,,,,5,0,11,1,3,1,1,2,66.7,0,0,0,0,8,7,35,14,40,13,9,69.2,1.13,18.69,0.77,-0.89,0.342,187,36.9,6.2,54.4,60.5,2.6,0.6,4.2,4.3
